Organisation,Acronym,Type,Groups,Sectors,Country,Website,Email,Phone,Phone2,Comments
DRK Landesverband Baden-Württemberg,DRK BW,Verwaltung,Landesverband Baden-Württemberg,ADM,DE,,,,,
